Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_668.jpg;0;0;1;0;99.66999;85.58897;0.0002337517;53.51086;-1.323397E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_732.jpg;0;0;0;0;99.66999;85.58897;0.0002337517;53.51086;-1.323397E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_799.jpg;0;0;0;0;99.66999;85.58897;0.0002339544;53.51086;-1.256572E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_865.jpg;0;0;0;0;99.66999;85.58897;0.0002341571;53.51086;-1.189748E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_933.jpg;0;0;0;0;99.66999;85.58897;0.0002341571;53.51086;-1.189748E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_35_999.jpg;0;0;0;0;99.66999;85.58897;0.0002341571;53.51086;-1.189748E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_066.jpg;0;0;0;0;99.66999;85.58897;0.0002341571;53.51086;-1.189748E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_132.jpg;0;0;0;0;99.66999;85.58897;0.0002341571;53.51086;-1.189748E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_199.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_265.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_332.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_399.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_465.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_532.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_599.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_666.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_732.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_799.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_866.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_933.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_36_999.jpg;0;0;0;0;99.66999;85.58897;0.0002341738;53.51086;-1.240425E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_066.jpg;0;0;0;0;99.66999;85.58897;0.0002338698;53.51086;-1.340659E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_132.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_199.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_266.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_332.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_399.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_466.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_532.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_599.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_666.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_733.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_799.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_866.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_933.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_37_999.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_066.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_132.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_199.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_266.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_333.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_399.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_466.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_533.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_599.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
/Users/thebigapple/austinjalexander/sandbox/python/robotics/IMG/robocam_2018_07_12_22_43_38_666.jpg;0;0;0;0;99.66999;85.58897;0.0002337684;53.51086;-1.374074E-06
